geneModel	change	counterfactual_fate	current_fate
Vvinifera:chr07:3771939-3802659-rc	removed	retained	grid_absent
Vvinifera:chr07:3775093-3904117	removed	retained	grid_absent
Vvinifera:chr07:3775093-3904117-rc	removed	retained	grid_absent
Vvinifera:chr07:3775722-3806442	added	grid_absent	retained
Vvinifera:chr07:3775722-3806442-rc	added	grid_absent	retained
Vvinifera:chr07:378159-439599	added	grid_absent	retained
Vvinifera:chr07:378159-439599-rc	added	grid_absent	retained
Vvinifera:chr07:3802659-3833379	removed	retained	grid_absent
Vvinifera:chr07:3806442-3837162	added	grid_absent	retained
Vvinifera:chr07:3806442-3837162-rc	added	grid_absent	retained
Vvinifera:chr07:3813535-3874975	removed	retained	grid_absent
Vvinifera:chr07:3813535-3874975-rc	removed	retained	grid_absent
Vvinifera:chr07:3818799-3880239	added	grid_absent	retained
Vvinifera:chr07:3818799-3880239-rc	added	grid_absent	retained
Vvinifera:chr07:3833379-3864099	removed	retained	grid_absent
Vvinifera:chr07:3833379-3864099-rc	removed	retained	grid_absent
Vvinifera:chr07:3837162-3867882	added	grid_absent	retained
Vvinifera:chr07:3864099-3894819	removed	retained	grid_absent
Vvinifera:chr07:3864099-3894819-rc	removed	retained	grid_absent
Vvinifera:chr07:3867882-3898602	added	grid_absent	retained
Vvinifera:chr07:3867882-3898602-rc	added	grid_absent	retained
Vvinifera:chr07:3874975-3936415	removed	retained	grid_absent
Vvinifera:chr07:3874975-3936415-rc	removed	retained	grid_absent
Vvinifera:chr07:3880239-3941679	added	grid_absent	retained
Vvinifera:chr07:3880239-3941679-rc	added	grid_absent	retained
Vvinifera:chr07:3894819-3925539	removed	retained	grid_absent
Vvinifera:chr07:3894819-3925539-rc	removed	retained	grid_absent
Vvinifera:chr07:3898575-4027599	added	grid_absent	retained
Vvinifera:chr07:3898575-4027599-rc	added	grid_absent	retained
Vvinifera:chr07:3898602-3929322	added	grid_absent	retained
Vvinifera:chr07:3898602-3929322-rc	added	grid_absent	retained
Vvinifera:chr07:3904117-4033141	removed	retained	grid_absent
Vvinifera:chr07:3904117-4033141-rc	removed	retained	grid_absent
Vvinifera:chr07:3925539-3956259	removed	retained	grid_absent
Vvinifera:chr07:3925539-3956259-rc	removed	retained	grid_absent
Vvinifera:chr07:392739-423459	removed	retained	grid_absent
Vvinifera:chr07:392739-423459-rc	removed	retained	grid_absent
Vvinifera:chr07:3929322-3960042	added	grid_absent	retained
Vvinifera:chr07:3929322-3960042-rc	added	grid_absent	retained
Vvinifera:chr07:3936415-3997855	removed	retained	grid_absent
Vvinifera:chr07:3936415-3997855-rc	removed	retained	grid_absent
Vvinifera:chr07:3941679-4003119	added	grid_absent	retained
Vvinifera:chr07:3941679-4003119-rc	added	grid_absent	retained
Vvinifera:chr07:3956259-3986979	removed	retained	grid_absent
Vvinifera:chr07:3956259-3986979-rc	removed	retained	grid_absent
Vvinifera:chr07:3960042-3990762	added	grid_absent	retained
Vvinifera:chr07:3960042-3990762-rc	added	grid_absent	retained
Vvinifera:chr07:396522-427242	added	grid_absent	retained
Vvinifera:chr07:396522-427242-rc	added	grid_absent	retained
Vvinifera:chr07:3986979-4017699	removed	retained	grid_absent
Vvinifera:chr07:3990762-4021482	added	grid_absent	retained
Vvinifera:chr07:3997855-4059295	removed	retained	grid_absent
Vvinifera:chr07:3997855-4059295-rc	removed	retained	grid_absent
Vvinifera:chr07:4003119-4064559	added	grid_absent	retained
Vvinifera:chr07:4003119-4064559-rc	added	grid_absent	retained
Vvinifera:chr07:4017699-4048419	removed	retained	grid_absent
Vvinifera:chr07:4017699-4048419-rc	removed	retained	grid_absent
Vvinifera:chr07:4021482-4052202	added	grid_absent	retained
Vvinifera:chr07:4021482-4052202-rc	added	grid_absent	retained
Vvinifera:chr07:4027599-4156623	added	grid_absent	retained
Vvinifera:chr07:4027599-4156623-rc	added	grid_absent	retained
Vvinifera:chr07:4033141-4162165	removed	retained	grid_absent
Vvinifera:chr07:4033141-4162165-rc	removed	retained	grid_absent
Vvinifera:chr07:4048419-4079139	removed	retained	grid_absent
Vvinifera:chr07:4052202-4082922	added	grid_absent	retained
Vvinifera:chr07:4059295-4120735	removed	retained	grid_absent
Vvinifera:chr07:4059295-4120735-rc	removed	retained	grid_absent
Vvinifera:chr07:4064559-4125999	added	grid_absent	retained
Vvinifera:chr07:4064559-4125999-rc	added	grid_absent	retained
Vvinifera:chr07:4079139-4109859	removed	retained	grid_absent
Vvinifera:chr07:4079139-4109859-rc	removed	retained	grid_absent
Vvinifera:chr07:4082922-4113642	added	grid_absent	retained
Vvinifera:chr07:4082922-4113642-rc	added	grid_absent	retained
Vvinifera:chr07:4109859-4140579	removed	retained	grid_absent
Vvinifera:chr07:4113642-4144362	added	grid_absent	retained
Vvinifera:chr07:4120735-4182175	removed	retained	grid_absent
Vvinifera:chr07:4125999-4187439	added	grid_absent	retained
Vvinifera:chr07:4140579-4171299	removed	retained	grid_absent
Vvinifera:chr07:4144362-4175082	added	grid_absent	retained
Vvinifera:chr07:414927-543951	added	grid_absent	retained
Vvinifera:chr07:4156623-4285647	added	grid_absent	retained
Vvinifera:chr07:4156623-4285647-rc	added	grid_absent	retained
Vvinifera:chr07:4162165-4291189	removed	retained	grid_absent
Vvinifera:chr07:4162165-4291189-rc	removed	retained	grid_absent
Vvinifera:chr07:4171299-4202019	removed	retained	grid_absent
Vvinifera:chr07:4175082-4205802	added	grid_absent	retained
Vvinifera:chr07:4182175-4243615	removed	retained	grid_absent
Vvinifera:chr07:4182175-4243615-rc	removed	retained	grid_absent
Vvinifera:chr07:4187439-4248879	added	grid_absent	retained
Vvinifera:chr07:4187439-4248879-rc	added	grid_absent	retained
Vvinifera:chr07:4202019-4232739	removed	retained	grid_absent
Vvinifera:chr07:420469-549493	removed	retained	grid_absent
Vvinifera:chr07:420469-549493-rc	removed	retained	grid_absent
Vvinifera:chr07:4205802-4236522	added	grid_absent	retained
Vvinifera:chr07:4232739-4263459	removed	retained	grid_absent
Vvinifera:chr07:4232739-4263459-rc	removed	retained	grid_absent
Vvinifera:chr07:423459-454179	removed	retained	grid_absent
Vvinifera:chr07:4236522-4267242	added	grid_absent	retained
Vvinifera:chr07:4236522-4267242-rc	added	grid_absent	retained
Vvinifera:chr07:4243615-4305055	removed	retained	grid_absent
Vvinifera:chr07:4243615-4305055-rc	removed	retained	grid_absent
Vvinifera:chr07:4248879-4310319	added	grid_absent	retained
Vvinifera:chr07:4248879-4310319-rc	added	grid_absent	retained
Vvinifera:chr07:4255-65695	removed	retained	grid_absent
Vvinifera:chr07:4263459-4294179	removed	retained	grid_absent
Vvinifera:chr07:4263459-4294179-rc	removed	retained	grid_absent
Vvinifera:chr07:4267242-4297962	added	grid_absent	retained
Vvinifera:chr07:4267242-4297962-rc	added	grid_absent	retained
Vvinifera:chr07:427242-457962	added	grid_absent	retained
Vvinifera:chr07:4285647-4414671	added	grid_absent	retained
Vvinifera:chr07:4285647-4414671-rc	added	grid_absent	retained
Vvinifera:chr07:4291189-4420213	removed	retained	grid_absent
Vvinifera:chr07:4291189-4420213-rc	removed	retained	grid_absent
Vvinifera:chr07:4294179-4324899	removed	retained	grid_absent
Vvinifera:chr07:4297962-4328682	added	grid_absent	retained
Vvinifera:chr07:4305055-4366495	removed	retained	grid_absent
Vvinifera:chr07:4305055-4366495-rc	removed	retained	grid_absent
Vvinifera:chr07:4310319-4371759	added	grid_absent	retained
Vvinifera:chr07:4310319-4371759-rc	added	grid_absent	retained
Vvinifera:chr07:4324899-4355619	removed	retained	grid_absent
Vvinifera:chr07:4328682-4359402	added	grid_absent	retained
Vvinifera:chr07:4328682-4359402-rc	added	grid_absent	retained
Vvinifera:chr07:434335-495775	removed	retained	grid_absent
Vvinifera:chr07:4355619-4386339	removed	retained	grid_absent
Vvinifera:chr07:4359402-4390122	added	grid_absent	retained
Vvinifera:chr07:4366495-4427935	removed	retained	grid_absent
Vvinifera:chr07:4371759-4433199	added	grid_absent	retained
Vvinifera:chr07:4386339-4417059	removed	retained	grid_absent
Vvinifera:chr07:4390122-4420842	added	grid_absent	retained
Vvinifera:chr07:439599-501039	added	grid_absent	retained
Vvinifera:chr07:4414671-4543695	added	grid_absent	retained
Vvinifera:chr07:4414671-4543695-rc	added	grid_absent	retained
Vvinifera:chr07:4417059-4447779	removed	retained	grid_absent
Vvinifera:chr07:4420213-4549237	removed	retained	grid_absent
Vvinifera:chr07:4420842-4451562	added	grid_absent	retained
Vvinifera:chr07:4427935-4489375	removed	retained	grid_absent
Vvinifera:chr07:4427935-4489375-rc	removed	retained	grid_absent
Vvinifera:chr07:4433199-4494639	added	grid_absent	retained
Vvinifera:chr07:4433199-4494639-rc	added	grid_absent	retained
Vvinifera:chr07:4447779-4478499	removed	retained	grid_absent
Vvinifera:chr07:4447779-4478499-rc	removed	retained	grid_absent
Vvinifera:chr07:4451562-4482282	added	grid_absent	retained
Vvinifera:chr07:4451562-4482282-rc	added	grid_absent	retained
Vvinifera:chr07:4478499-4509219	removed	retained	grid_absent
Vvinifera:chr07:4482282-4513002	added	grid_absent	retained
Vvinifera:chr07:4489375-4550815	removed	retained	grid_absent
Vvinifera:chr07:4494639-4556079	added	grid_absent	retained
Vvinifera:chr07:4509219-4539939	removed	retained	grid_absent
Vvinifera:chr07:4513002-4543722	added	grid_absent	retained
Vvinifera:chr07:4539939-4570659	removed	retained	grid_absent
Vvinifera:chr07:454179-484899	removed	retained	grid_absent
Vvinifera:chr07:4543695-4672719	added	grid_absent	retained
Vvinifera:chr07:4543695-4672719-rc	added	grid_absent	retained
Vvinifera:chr07:4543722-4574442	added	grid_absent	retained
Vvinifera:chr07:4549237-4678261	removed	retained	grid_absent
Vvinifera:chr07:4549237-4678261-rc	removed	retained	grid_absent
Vvinifera:chr07:4550815-4612255	removed	retained	grid_absent
Vvinifera:chr07:4550815-4612255-rc	removed	retained	grid_absent
Vvinifera:chr07:4556079-4617519	added	grid_absent	retained
Vvinifera:chr07:4556079-4617519-rc	added	grid_absent	retained
Vvinifera:chr07:4570659-4601379	removed	retained	grid_absent
Vvinifera:chr07:4574442-4605162	added	grid_absent	retained
Vvinifera:chr07:4574442-4605162-rc	added	grid_absent	retained
Vvinifera:chr07:457962-488682	added	grid_absent	retained
Vvinifera:chr07:4601379-4632099	removed	retained	grid_absent
Vvinifera:chr07:4605162-4635882	added	grid_absent	retained
Vvinifera:chr07:4612255-4673695	removed	retained	grid_absent
Vvinifera:chr07:4632099-4662819	removed	retained	grid_absent
Vvinifera:chr07:4635882-4666602	added	grid_absent	retained
Vvinifera:chr07:4662819-4693539	removed	retained	grid_absent
Vvinifera:chr07:4666602-4697322	added	grid_absent	retained
Vvinifera:chr07:4672719-4801743	added	grid_absent	retained
Vvinifera:chr07:4672719-4801743-rc	added	grid_absent	retained
Vvinifera:chr07:4673695-4735135	removed	retained	grid_absent
Vvinifera:chr07:4678261-4807285	removed	retained	grid_absent
Vvinifera:chr07:4678261-4807285-rc	removed	retained	grid_absent
Vvinifera:chr07:4678959-4740399	added	grid_absent	retained
Vvinifera:chr07:4678959-4740399-rc	added	grid_absent	retained
Vvinifera:chr07:4693539-4724259	removed	retained	grid_absent
Vvinifera:chr07:4693539-4724259-rc	removed	retained	grid_absent
Vvinifera:chr07:4697322-4728042	added	grid_absent	retained
Vvinifera:chr07:4697322-4728042-rc	added	grid_absent	retained
Vvinifera:chr07:4724259-4754979	removed	retained	grid_absent
Vvinifera:chr07:4728042-4758762	added	grid_absent	retained
Vvinifera:chr07:4735135-4796575	removed	retained	grid_absent
Vvinifera:chr07:4740399-4801839	added	grid_absent	retained
Vvinifera:chr07:4754979-4785699	removed	retained	grid_absent
Vvinifera:chr07:4758762-4789482	added	grid_absent	retained
Vvinifera:chr07:4785699-4816419	removed	retained	grid_absent
Vvinifera:chr07:4789482-4820202	added	grid_absent	retained
Vvinifera:chr07:4796575-4858015	removed	retained	grid_absent
Vvinifera:chr07:4796575-4858015-rc	removed	retained	grid_absent
Vvinifera:chr07:4801743-4930767	added	grid_absent	retained
Vvinifera:chr07:4801743-4930767-rc	added	grid_absent	retained
Vvinifera:chr07:4801839-4863279	added	grid_absent	retained
Vvinifera:chr07:4801839-4863279-rc	added	grid_absent	retained
Vvinifera:chr07:4807285-4936309	removed	retained	grid_absent
Vvinifera:chr07:4807285-4936309-rc	removed	retained	grid_absent
Vvinifera:chr07:4816419-4847139	removed	retained	grid_absent
Vvinifera:chr07:4816419-4847139-rc	removed	retained	grid_absent
Vvinifera:chr07:4820202-4850922	added	grid_absent	retained
Vvinifera:chr07:4820202-4850922-rc	added	grid_absent	retained
Vvinifera:chr07:4847139-4877859	removed	retained	grid_absent
Vvinifera:chr07:484899-515619	removed	retained	grid_absent
Vvinifera:chr07:4850922-4881642	added	grid_absent	retained
Vvinifera:chr07:4858015-4919455	removed	retained	grid_absent
Vvinifera:chr07:4863279-4924719	added	grid_absent	retained
Vvinifera:chr07:4863279-4924719-rc	added	grid_absent	retained
Vvinifera:chr07:4877859-4908579	removed	retained	grid_absent
Vvinifera:chr07:4881642-4912362	added	grid_absent	retained
Vvinifera:chr07:488682-519402	added	grid_absent	retained
Vvinifera:chr07:4908579-4939299	removed	retained	grid_absent
Vvinifera:chr07:4908579-4939299-rc	removed	retained	grid_absent
Vvinifera:chr07:4912362-4943082	added	grid_absent	retained
Vvinifera:chr07:4912362-4943082-rc	added	grid_absent	retained
Vvinifera:chr07:4919455-4980895	removed	retained	grid_absent
Vvinifera:chr07:4919455-4980895-rc	removed	retained	grid_absent
Vvinifera:chr07:4924719-4986159	added	grid_absent	retained
Vvinifera:chr07:4924719-4986159-rc	added	grid_absent	retained
Vvinifera:chr07:4930767-5059791	added	grid_absent	retained
Vvinifera:chr07:4930767-5059791-rc	added	grid_absent	retained
Vvinifera:chr07:4936309-5065333	removed	retained	grid_absent
Vvinifera:chr07:4936309-5065333-rc	removed	retained	grid_absent
Vvinifera:chr07:4939299-4970019	removed	retained	grid_absent
Vvinifera:chr07:4939299-4970019-rc	removed	retained	grid_absent
Vvinifera:chr07:4943082-4973802	added	grid_absent	retained
Vvinifera:chr07:4943082-4973802-rc	added	grid_absent	retained
Vvinifera:chr07:495775-557215	removed	retained	grid_absent
Vvinifera:chr07:4970019-5000739	removed	retained	grid_absent
Vvinifera:chr07:4970019-5000739-rc	removed	retained	grid_absent
Vvinifera:chr07:4973802-5004522	added	grid_absent	retained
Vvinifera:chr07:4973802-5004522-rc	added	grid_absent	retained
Vvinifera:chr07:4980895-5042335	removed	retained	grid_absent
Vvinifera:chr07:4980895-5042335-rc	removed	retained	grid_absent
Vvinifera:chr07:4986159-5047599	added	grid_absent	retained
Vvinifera:chr07:4986159-5047599-rc	added	grid_absent	retained
Vvinifera:chr07:5000739-5031459	removed	retained	grid_absent
Vvinifera:chr07:5004522-5035242	added	grid_absent	retained
Vvinifera:chr07:501039-562479	added	grid_absent	retained
Vvinifera:chr07:501039-562479-rc	added	grid_absent	retained
Vvinifera:chr07:5031459-5062179	removed	retained	grid_absent
Vvinifera:chr07:5035242-5065962	added	grid_absent	retained
Vvinifera:chr07:5042335-5103775	removed	retained	grid_absent
Vvinifera:chr07:5042335-5103775-rc	removed	retained	grid_absent
Vvinifera:chr07:5047599-5109039	added	grid_absent	retained
Vvinifera:chr07:5047599-5109039-rc	added	grid_absent	retained
Vvinifera:chr07:5059791-5188815	added	grid_absent	retained
Vvinifera:chr07:5059791-5188815-rc	added	grid_absent	retained
Vvinifera:chr07:5062179-5092899	removed	retained	grid_absent
Vvinifera:chr07:5062179-5092899-rc	removed	retained	grid_absent
Vvinifera:chr07:5065333-5194357	removed	retained	grid_absent
Vvinifera:chr07:5065333-5194357-rc	removed	retained	grid_absent
Vvinifera:chr07:5065962-5096682	added	grid_absent	retained
Vvinifera:chr07:5065962-5096682-rc	added	grid_absent	retained
Vvinifera:chr07:5092899-5123619	removed	retained	grid_absent
Vvinifera:chr07:5096682-5127402	added	grid_absent	retained
Vvinifera:chr07:5103775-5165215	removed	retained	grid_absent
Vvinifera:chr07:5103775-5165215-rc	removed	retained	grid_absent
Vvinifera:chr07:5109039-5170479	added	grid_absent	retained
Vvinifera:chr07:5123619-5154339	removed	retained	grid_absent
Vvinifera:chr07:5127402-5158122	added	grid_absent	retained
Vvinifera:chr07:5127402-5158122-rc	added	grid_absent	retained
Vvinifera:chr07:5154339-5185059	removed	retained	grid_absent
Vvinifera:chr07:515619-546339	removed	retained	grid_absent
Vvinifera:chr07:5158122-5188842	added	grid_absent	retained
Vvinifera:chr07:5165215-5226655	removed	retained	grid_absent
Vvinifera:chr07:5165215-5226655-rc	removed	retained	grid_absent
Vvinifera:chr07:5170479-5231919	added	grid_absent	retained
Vvinifera:chr07:5170479-5231919-rc	added	grid_absent	retained
Vvinifera:chr07:5185059-5215779	removed	retained	grid_absent
Vvinifera:chr07:5185059-5215779-rc	removed	retained	grid_absent
Vvinifera:chr07:5188815-5317839	added	grid_absent	retained
